name,age,gender,relationship_status,region,hair_colour,eye_colour,height(cm)
Rebecca Daniels,69,F,Single,North America,Red,Brown,184
Adam Gosling,65,M,Single,North America,Bald,Brown,191
James Nguyen,26,M,Single,South America,Red,Brown,187
Hayley Smith,76,F,Divorced,Europe,Grey,Brown,151
Alex Nguyen,101,/,Married,South America,Red,Brown,162
Beth Stallard,42,F,Married,North America,Bald,Blue,159
Lucille Caine,17,F,Divorced,Asia,Black,Grey,186
Karen Nguyen,31,F,Married,Europe,Red,Blue,166
Jeff Hinch,104,M,Single,Asia,Blonde,Grey,166
Anthony Walker,110,M,Married,Asia,Bald,Green,162
Jeff Potts,89,M,Married,North America,Bald,Brown,177
Jackie White,101,F,Married,Africa,Black,Green,145
Betty Marsden,76,F,Married,Asia,Blonde,Brown,175
Aubrey Hinch,82,M,Single,South America,Red,Grey,182
Lewis Clark,40,M,Married,Africa,Red,Brown,162
Ken Hufford,16,M,Divorced,North America,Bald,Brown,180
Luke Hufford,50,M,Married,Europe,Blonde,Green,164
Alex Shipman,78,M,Divorced,Africa,Grey,Blue,157
David Jacques,96,M,Single,North America,Blonde,Grey,166
Adam Arnold,83,M,Married,South America,Bald,Grey,192
Taylor Marsden,54,F,Divorced,South America,Bald,Blue,175
Ella Jacques,60,F,Single,Europe,Red,Grey,182
Hollie Beneke,113,F,Married,North America,Red,Brown,175
Lewis Brown,70,M,Married,Europe,Grey,Brown,196
Jackie Walker,103,F,Married,Europe,Red,Green,150
Anthony Hufford,93,M,Married,Africa,Blonde,Brown,184
James Arnold,56,M,Married,Oceania,Black,Blue,187
Ella Firth,52,F,Single,Oceania,Red,Green,173
Lee Gosling,77,M,Married,South America,Black,Brown,171
Kyra Lee,32,F,Divorced,Africa,Red,Grey,146
Leo Hufford,36,M,Single,Asia,Grey,Blue,188
Lewis Marsden,85,M,Married,Oceania,Red,Grey,190
Lee Anderson,18,M,Divorced,Africa,Grey,Green,164
Sylvia Caine,105,F,Single,Europe,Black,Brown,169
Jeff Arnold,55,M,Divorced,Oceania,Blonde,Brown,164
Lisa Baldwin,61,F,Divorced,Asia,Grey,Green,171
Steven Anderson,55,M,Single,Europe,Red,Brown,181
Aubrey Baldwin,17,M,Married,Asia,Red,Green,171
Anthony Brown,21,M,Married,North America,Grey,Green,174
Luke Beneke,72,M,Single,Oceania,Red,Green,186
Stan Arnold,115,M,Divorced,Africa,Blonde,Brown,162
Laura Marsden,85,F,Single,Africa,Red,Brown,152
Kyra Caine,88,F,Single,South America,Black,Brown,185
Allison Jacques,113,F,Divorced,Asia,Bald,Green,171
John Anderson,32,M,Married,North America,Blonde,Blue,188
Allison Shipman,43,F,Divorced,Oceania,Blonde,Brown,158
Alex Marsden,30,/,Single,Oceania,Red,Green,160
Alexa Smith,71,F,Married,Africa,Red,Brown,167
Lucille James,61,F,Divorced,Africa,Red,Grey,169
Eric Beneke,45,M,Divorced,North America,Red,Brown,159
Julie Baldwin,89,F,Single,Africa,Bald,Blue,172
Luke Hufford,39,M,Married,North America,Blonde,Grey,171
Kyle Daniels,78,M,Single,Africa,Grey,Green,191
Daniel Hinch,44,M,Single,Europe,Red,Brown,162
Anthony Clark,30,M,Single,Asia,Bald,Brown,181
Ronald Nguyen,36,M,Married,South America,Grey,Brown,158
John Pinkman,54,M,Single,North America,Blonde,Blue,184
Lewis Stallard,70,M,Divorced,North America,Blonde,Grey,192
Leo Jacques,104,M,Married,Oceania,Red,Green,194
Ryan Potts,71,M,Single,Europe,Blonde,Brown,173
Laura Clark,66,F,Divorced,South America,Grey,Brown,148
Taylor Daniels,95,F,Single,Africa,Blonde,Green,180
Karen Brown,20,F,Married,Europe,Red,Grey,168
Julie Hufford,31,F,Divorced,Europe,Bald,Brown,182
Stan Caine,19,M,Divorced,Africa,Grey,Blue,190
Jeff Stallard,80,M,Married,Oceania,Black,Brown,182
Adam Pinkman,111,M,Single,South America,Grey,Brown,180
Beth Potts,85,F,Divorced,North America,Blonde,Green,170
Betty Baldwin,44,F,Married,Europe,Blonde,Blue,152
Lewis Arnold,108,M,Married,North America,Bald,Green,195
Allison White,41,F,Single,Africa,Red,Grey,163
Lucille Smith,113,F,Divorced,Oceania,Bald,Blue,176
Elisa Shipman,96,F,Married,North America,Blonde,Grey,151
Aubrey Jacques,31,M,Married,Asia,Blonde,Brown,163
Lucille Daniels,101,F,Divorced,South America,Bald,Blue,159
Karen Smith,31,F,Divorced,Europe,Bald,Brown,165
Leo Marsden,79,M,Divorced,Oceania,Bald,Grey,188
Julie Stallard,45,F,Divorced,Africa,Blonde,Brown,157
John Caine,64,M,Single,Asia,Grey,Grey,184
Ronald Jacques,41,M,Single,Oceania,Bald,Grey,169
Eric Smith,114,M,Single,South America,Black,Brown,195
Hayley Pinkman,100,F,Single,Africa,Grey,Brown,153
Kyra Hufford,79,F,Married,Africa,Blonde,Blue,170
Lucille Marsden,55,F,Single,Africa,Red,Brown,148
Beth Marsden,59,F,Married,South America,Black,Green,158
Allison Hinch,92,F,Married,North America,Bald,Green,142
Lisa Baldwin,43,F,Married,Oceania,Blonde,Green,181
Steven Walker,111,M,Married,North America,Bald,Blue,181
Ryan Caine,82,M,Single,Asia,Red,Brown,191
Betty Pinkman,87,F,Married,Africa,Bald,Brown,164
Lewis Anderson,46,M,Single,North America,Blonde,Blue,163
Lee Pinkman,45,M,Single,Asia,Black,Brown,196
Kenny Baldwin,69,M,Single,North America,Blonde,Grey,177
Fiona Smith,102,F,Single,South America,Bald,Brown,176
Phoebe Nguyen,112,F,Single,Africa,Grey,Brown,160
Daniel Baldwin,114,M,Married,Europe,Grey,Green,192
Leo Walker,25,M,Single,Africa,Grey,Blue,177
Lisa Hinch,107,F,Divorced,Oceania,Black,Brown,172
Betty Clark,63,F,Divorced,Oceania,Grey,Brown,155
Kyra Smith,56,F,Single,North America,Blonde,Grey,174
Sylvia Shipman,76,F,Married,Africa,Bald,Brown,162
Ella James,116,F,Single,Africa,Blonde,Grey,159
Matthew Pinkman,58,M,Divorced,Oceania,Black,Grey,193
Ronald Clark,19,M,Divorced,South America,Black,Green,171
David James,75,M,Married,North America,Red,Brown,175
Laura Arnold,56,F,Married,Oceania,Red,Blue,143
Ken Firth,32,M,Single,Europe,Blonde,Green,159
Stan Arnold,84,M,Single,Oceania,Bald,Green,164
Rebecca Hinch,93,F,Married,South America,Black,Grey,167
Fiona Stallard,52,F,Married,Africa,Blonde,Grey,158
Ethan Stallard,28,M,Married,Africa,Blonde,Brown,191
Jane Potts,20,F,Divorced,South America,Bald,Blue,143
Julie Gosling,106,F,Married,Europe,Black,Brown,160
Ronald Daniels,114,M,Divorced,South America,Black,Brown,184
Ethan Walker,54,M,Single,Asia,Grey,Brown,190
Elisa Stallard,106,F,Single,Africa,Red,Blue,178
Rebecca Mcgill,88,F,Single,Europe,Bald,Grey,173
Phoebe Gosling,54,F,Married,Africa,Red,Brown,188
Robert Brown,34,M,Married,Oceania,Red,Grey,165
Ben James,45,M,Married,Asia,Red,Green,196
Julie Smith,103,F,Married,Oceania,Black,Grey,181
Laura Firth,16,F,Divorced,Europe,Black,Grey,162
Allison James,89,F,Married,North America,Red,Grey,150
Jess Pinkman,59,F,Married,South America,Bald,Grey,169
Jess Nguyen,39,F,Married,South America,Grey,Brown,175
Hayley James,88,F,Single,South America,Red,Green,154
Kyra Marsden,37,F,Divorced,Africa,Blonde,Green,172
Lewis Hinch,50,M,Divorced,North America,Bald,Green,185
Jackie James,89,F,Married,South America,Bald,Grey,143
Jenny Shipman,35,F,Divorced,Oceania,Blonde,Green,145
Beth Beneke,109,F,Divorced,Europe,Black,Blue,164
Ethan Marsden,93,M,Divorced,Africa,Red,Blue,196
Leo Pinkman,31,M,Married,Africa,Grey,Green,182
Laura Walker,58,F,Single,Asia,Grey,Grey,166
Eric Smith,44,M,Single,Oceania,Red,Brown,193
Alexa Anderson,73,F,Divorced,Asia,Bald,Blue,177
Ethan Mcgill,103,M,Married,Oceania,Black,Brown,169
Adam Caine,27,M,Married,Africa,Grey,Grey,191
Luke Nguyen,93,/,Single,North America,Black,Blue,145
Ryan Hufford,43,M,Divorced,North America,Black,Blue,172
Alexa Shipman,65,F,Divorced,Europe,Blonde,Grey,152
Allison Nguyen,26,F,Divorced,Africa,Black,Blue,188
David Anderson,115,M,Divorced,Africa,Red,Brown,170
Laura Potts,25,F,Divorced,North America,Red,Blue,150
Kyle Stallard,48,M,Divorced,Europe,Grey,Grey,171
Adam Hinch,23,M,Divorced,North America,Grey,Brown,162
Stan Daniels,95,M,Divorced,Africa,Grey,Blue,192
Kenny Hinch,42,M,Single,Africa,Red,Green,160
Ethan Beneke,73,M,Married,North America,Blonde,Blue,184
Kenny Beneke,38,M,Married,Oceania,Bald,Grey,181
Jess White,67,F,Single,Asia,Blonde,Grey,183
Kyle Pinkman,29,M,Divorced,Africa,Grey,Brown,175
Sylvia Arnold,38,F,Married,Europe,Grey,Blue,146
Jane Arnold,19,F,Divorced,Africa,Blonde,Green,167
Betty Anderson,99,F,Married,Africa,Grey,Grey,159
Stan Jacques,22,M,Divorced,Europe,Black,Green,173
David Gosling,77,M,Divorced,South America,Bald,Brown,185
Elisa Daniels,96,F,Married,Europe,Bald,Green,156
Sylvia White,67,F,Single,Asia,Red,Brown,180
Adam Shipman,85,M,Married,Oceania,Blonde,Green,161
Jenny Firth,68,F,Married,North America,Blonde,Brown,179
Laura Lee,29,F,Divorced,Oceania,Bald,Green,155
Adam Mcgill,37,M,Divorced,Africa,Black,Blue,158
Matthew James,91,M,Divorced,Europe,Black,Green,196
Fiona Firth,58,F,Married,Africa,Blonde,Blue,175
Jenny Smith,104,F,Single,Africa,Red,Green,183
John Shipman,39,M,Married,Europe,Black,Blue,175
Jess Hinch,98,F,Divorced,Europe,Red,Blue,163
Ryan Anderson,103,M,Married,South America,Red,Brown,178
Stan Potts,94,M,Divorced,Europe,Blonde,Brown,185
Eric Smith,41,M,Married,Oceania,Blonde,Green,164
Beth Daniels,113,F,Divorced,North America,Grey,Grey,181
Ken Clark,30,M,Married,Africa,Blonde,Blue,163
Laura Clark,50,F,Divorced,Europe,Bald,Blue,163
Karen Hufford,91,F,Single,Oceania,Grey,Green,180
Jane Lee,51,F,Married,Africa,Black,Brown,156
Ella Hufford,65,F,Divorced,Africa,Blonde,Blue,171
John Baldwin,80,M,Divorced,North America,Bald,Blue,159
Karen Caine,63,F,Married,Oceania,Blonde,Blue,147
Hollie Stallard,46,F,Married,North America,Blonde,Brown,149
Ethan Walker,108,M,Divorced,Asia,Black,Grey,189
Ken Clark,23,M,Married,Europe,Grey,Brown,172
Alexa Arnold,28,F,Divorced,South America,Blonde,Blue,175
Laura Gosling,70,F,Single,Europe,Black,Brown,180
Reena Clark,19,F,Single,Europe,Bald,Grey,153
Lee Smith,34,M,Married,Asia,Bald,Grey,178
Aubrey Walker,72,M,Single,Europe,Blonde,Brown,157
Laura Arnold,101,F,Married,Oceania,Grey,Green,181
Adam Beneke,34,M,Married,Asia,Bald,Green,179
Ken Baldwin,53,M,Married,Oceania,Blonde,Green,171
Leo Shipman,58,M,Divorced,Oceania,Grey,Blue,166
Stan Hinch,42,M,Divorced,North America,Grey,Brown,189
Fiona Arnold,76,F,Divorced,South America,Red,Green,177
Lewis Gosling,66,M,Single,Asia,Grey,Grey,161
John Marsden,79,M,Single,North America,Blonde,Brown,194
Ken Daniels,107,M,Divorced,Oceania,Grey,Grey,172
Ryan Anderson,55,M,Married,North America,Grey,Green,188
Kenny Smith,96,M,Divorced,North America,Bald,Green,171
Ethan Walker,111,M,Divorced,Africa,Grey,Grey,176
Fiona Potts,44,F,Divorced,Europe,Grey,Blue,184
Ryan Walker,39,M,Divorced,Oceania,Red,Grey,165
Ethan Clark,82,M,Divorced,Europe,Blonde,Green,195
James Hufford,96,M,Married,North America,Black,Green,166
Fiona Caine,96,F,Married,Africa,Grey,Brown,187
Leo Firth,94,M,Divorced,North America,Bald,Green,192
Steven Clark,16,M,Married,South America,Grey,Green,189
Ben Beneke,109,M,Married,Oceania,Blonde,Blue,194
Aubrey Mcgill,63,M,Divorced,South America,Bald,Blue,164
James Smith,21,M,Divorced,Asia,Grey,Grey,186
David Baldwin,72,M,Single,Africa,Blonde,Grey,157
Lee James,75,M,Married,Europe,Grey,Grey,175
Hayley Firth,49,F,Single,Europe,Grey,Grey,153
Jess Stallard,84,F,Single,Asia,Red,Brown,172
Eric Beneke,97,M,Single,Europe,Red,Brown,189
Ryan Hufford,46,M,Single,Asia,Red,Green,187
Matthew White,28,M,Single,Oceania,Grey,Blue,183
Steven Hinch,49,M,Married,South America,Grey,Blue,162
Matthew Walker,109,M,Divorced,South America,Blonde,Blue,183
Betty Potts,35,F,Married,Oceania,Blonde,Grey,186
James Caine,74,/,Single,Asia,Bald,Green,163
Jane Nguyen,89,F,Single,Europe,Grey,Blue,187
Robert Lee,44,M,Divorced,South America,Grey,Green,195
Steven Shipman,99,M,Divorced,Africa,Red,Grey,169
Hollie Clark,111,F,Single,North America,Black,Grey,178
Jade Smith,44,F,Married,Europe,Red,Blue,186
Jess Beneke,28,F,Single,Oceania,Red,Green,186
Luke Hufford,93,M,Divorced,South America,Black,Grey,157
James Potts,97,M,Married,Africa,Bald,Brown,182
Jeff Mcgill,80,M,Divorced,South America,Red,Green,175
Aubrey Arnold,81,M,Divorced,Asia,Blonde,Brown,159
Julie Firth,37,F,Married,Europe,Blonde,Grey,184
Lisa Arnold,49,F,Married,Africa,Black,Blue,151
John Anderson,113,M,Divorced,North America,Bald,Green,196
Alex Daniels,88,M,Single,Oceania,Blonde,Blue,157
Beth Beneke,94,F,Divorced,Oceania,Bald,Green,150
Jade Nguyen,76,F,Divorced,Africa,Bald,Green,170
Ella Lee,61,F,Divorced,Africa,Blonde,Grey,187
James Beneke,82,M,Single,South America,Blonde,Green,177
Elisa Walker,25,F,Married,Asia,Red,Green,181
Jade Arnold,85,F,Single,South America,Black,Blue,176
Laura Brown,98,F,Married,Africa,Bald,Grey,156
David Jacques,109,M,Single,Europe,Black,Grey,171
Lewis Firth,86,M,Married,North America,Bald,Blue,184
Ryan Stallard,42,M,Married,Oceania,Grey,Blue,166
Ken Brown,34,M,Married,Asia,Blonde,Green,194
Steven Gosling,80,M,Divorced,Europe,Black,Blue,177
David Arnold,50,M,Divorced,South America,Blonde,Brown,164
Lee Hufford,110,M,Married,Africa,Grey,Grey,158
Taylor Clark,54,F,Single,South America,Bald,Blue,155
Lewis Smith,45,M,Married,Asia,Blonde,Brown,194
Kyle James,31,M,Single,Oceania,Grey,Blue,189
Jess Smith,102,F,Married,Oceania,Bald,Grey,154
Taylor Walker,56,F,Single,North America,Blonde,Green,175
Ben White,53,M,Divorced,Africa,Black,Brown,196
Karen Hinch,60,F,Married,Asia,Red,Grey,157
Lee Shipman,24,M,Divorced,Oceania,Red,Blue,187
Hayley Pinkman,51,F,Single,Asia,Black,Green,173
Aubrey Gosling,31,M,Single,Oceania,Red,Blue,188
Ryan White,94,M,Married,Asia,Bald,Grey,174
Matthew Hinch,45,M,Divorced,Africa,Grey,Blue,176
Lewis Beneke,50,M,Married,Africa,Bald,Grey,162
Lucille White,92,F,Divorced,South America,Black,Brown,167
Lee Gosling,116,M,Divorced,Oceania,Grey,Grey,162
John James,44,M,Single,South America,Red,Blue,176
Ethan Hufford,86,M,Single,Oceania,Red,Brown,187
Daniel Clark,92,M,Single,Asia,Red,Blue,174
Luke Shipman,82,M,Single,South America,Red,Brown,177
Alex Potts,83,M,Married,Europe,Grey,Brown,189
James Smith,97,M,Single,Africa,Black,Grey,186
Jade White,38,F,Divorced,Europe,Red,Grey,153
Ken Caine,94,M,Single,South America,Blonde,Green,175
Anthony Walker,97,M,Single,North America,Black,Blue,181
Beth Walker,104,F,Divorced,Oceania,Grey,Brown,160
Alexa Firth,55,F,Single,Europe,Bald,Green,166
Luke Stallard,100,M,Divorced,Asia,Red,Grey,158
Anthony Mcgill,102,M,Married,Oceania,Bald,Blue,179
Luke Nguyen,36,M,Married,Africa,Grey,Green,168
Aubrey Smith,24,M,Single,Africa,Red,Brown,187
Alex Beneke,51,M,Married,South America,Black,Green,171
Anthony Firth,43,M,Divorced,North America,Blonde,Grey,188
Daniel Smith,20,M,Single,Asia,Black,Grey,164
Allison Beneke,86,F,Divorced,Africa,Black,Brown,144
Jane Brown,106,F,Divorced,Oceania,Blonde,Brown,171
Lee Stallard,61,M,Divorced,South America,Bald,Grey,180
Hollie Walker,16,F,Single,Oceania,Black,Grey,163
Alex Beneke,71,M,Divorced,Europe,Black,Brown,173
Matthew Jacques,38,M,Single,South America,Bald,Brown,193
Kyra Lee,104,F,Single,Asia,Blonde,Brown,188
Lewis Smith,29,M,Single,Oceania,Black,Grey,175
Stan Stallard,97,M,Married,Africa,Red,Blue,190
Luke Brown,24,M,Married,Europe,Bald,Green,194
Luke Caine,23,M,Divorced,Africa,Black,Brown,196
Ryan Brown,112,M,Married,North America,Blonde,Blue,194
Hayley Beneke,30,F,Divorced,Europe,Grey,Green,155
Lucille Pinkman,47,F,Divorced,South America,Black,Grey,155
Kyra Hinch,80,F,Divorced,Oceania,Red,Green,177
Jeff James,71,M,Single,South America,Red,Brown,160
Anthony Baldwin,96,M,Single,Oceania,Grey,Brown,194
Leo Baldwin,28,M,Single,Europe,Red,Green,182
Stan Beneke,62,M,Single,Europe,Grey,Blue,186
Elisa Brown,33,F,Married,Asia,Red,Green,173
Daniel Firth,21,M,Divorced,Oceania,Red,Brown,192
Lewis Mcgill,106,M,Divorced,Oceania,Bald,Grey,166
Sylvia Shipman,102,F,Single,Asia,Grey,Green,163
Fiona Gosling,86,F,Married,Asia,Blonde,Brown,184
Steven James,69,M,Married,Africa,Grey,Grey,165
Steven Anderson,74,M,Married,Asia,Blonde,Brown,187
John Stallard,72,M,Married,North America,Blonde,Brown,169
Kyra Caine,49,F,Married,Africa,Blonde,Grey,181
Aubrey Marsden,78,M,Single,South America,Bald,Blue,184
Robert White,78,M,Married,Asia,Bald,Green,196
Daniel Brown,54,M,Married,Oceania,Black,Grey,169
Phoebe Anderson,66,F,Married,Oceania,Black,Grey,183
Jeff Anderson,90,M,Married,Africa,Grey,Grey,163
Lewis Baldwin,63,M,Divorced,North America,Blonde,Blue,188
Hayley Hinch,49,F,Married,Asia,Bald,Brown,185
Jeff Anderson,16,M,Divorced,Africa,Blonde,Grey,164
Alexa Lee,96,F,Married,South America,Black,Green,144
Reena Walker,59,F,Married,Africa,Blonde,Green,158
Jackie Jacques,42,F,Married,Oceania,Grey,Grey,187
Rebecca Jacques,86,F,Divorced,Oceania,Red,Green,160
Lee Beneke,35,M,Married,Oceania,Red,Grey,186
David Beneke,108,M,Divorced,North America,Bald,Grey,177
Reena James,19,F,Single,South America,Blonde,Green,179
Laura Walker,86,F,Divorced,Asia,Grey,Green,144
Lucille Anderson,113,F,Divorced,Europe,Black,Green,166
John Clark,102,M,Married,Oceania,Grey,Brown,186
Laura Smith,36,F,Married,Oceania,Black,Brown,181
Eric Gosling,114,M,Married,North America,Blonde,Brown,189
Taylor Stallard,109,F,Single,North America,Black,Grey,147
Ethan Potts,65,M,Married,South America,Bald,Grey,168
Adam James,94,M,Divorced,Africa,Red,Green,158
Lewis Brown,59,M,Divorced,South America,Blonde,Green,179
Alex Walker,38,M,Divorced,Africa,Blonde,Blue,176
Ronald Gosling,42,M,Divorced,Europe,Red,Blue,184
Hollie Jacques,115,F,Married,South America,Black,Brown,183
Taylor Clark,90,F,Married,Asia,Black,Blue,163
Jane Marsden,84,F,Single,Oceania,Red,Brown,159
Ethan Pinkman,73,M,Divorced,Asia,Bald,Blue,170
Betty Gosling,72,F,Single,North America,Red,Brown,173
Ella Nguyen,93,F,Single,Oceania,Blonde,Green,158
Jackie Brown,49,F,Married,Europe,Grey,Blue,146
Ethan Stallard,107,M,Married,South America,Red,Green,196
Ronald Daniels,32,M,Divorced,South America,Red,Blue,177
Eric Arnold,64,/,Married,Africa,Bald,Blue,185
Ella Potts,61,F,Single,Europe,Black,Brown,186
Laura Walker,39,F,Single,North America,Red,Grey,145
Daniel Shipman,96,M,Divorced,Asia,Red,Blue,162
Lewis Mcgill,17,M,Married,Asia,Grey,Green,195
Lewis Mcgill,105,M,Married,North America,Black,Blue,187
Matthew Brown,77,M,Divorced,Africa,Bald,Blue,180
James Potts,65,M,Married,Europe,Red,Blue,157
Ben White,89,M,Divorced,Europe,Bald,Grey,169
Kenny Beneke,93,M,Divorced,Africa,Blonde,Brown,192
James Anderson,99,M,Married,Asia,Blonde,Green,190
Ronald Potts,105,M,Married,Oceania,Grey,Blue,174
Elisa Mcgill,45,F,Single,North America,Red,Green,173
Ryan Lee,75,M,Divorced,Oceania,Black,Grey,170
Eric Lee,32,M,Divorced,Africa,Blonde,Brown,163
Adam Pinkman,47,M,Single,Europe,Black,Blue,160
Sylvia Beneke,72,F,Married,Africa,Bald,Grey,164
Hayley Gosling,68,F,Married,North America,Grey,Grey,172
Jess Nguyen,78,F,Single,Oceania,Black,Green,166
Kyle Gosling,38,M,Divorced,Europe,Red,Brown,180
Kenny Nguyen,75,M,Single,Europe,Bald,Blue,159
Adam Walker,70,M,Married,North America,Grey,Blue,175
Adam Stallard,44,M,Single,South America,Bald,Blue,180
Betty Gosling,82,F,Divorced,Asia,Grey,Grey,162
Ella James,85,F,Divorced,North America,Grey,Blue,180
Lisa Gosling,105,F,Single,Africa,Red,Brown,170
Jade Hinch,17,F,Divorced,Asia,Blonde,Blue,168
Alex Lee,57,M,Divorced,Asia,Black,Blue,181
Ethan Lee,107,M,Married,South America,Red,Blue,179
Robert Stallard,88,M,Single,Asia,Blonde,Green,174
Jackie Brown,39,F,Divorced,South America,Black,Grey,170
Lisa Clark,45,F,Single,Oceania,Black,Blue,179
Steven Baldwin,85,M,Married,Africa,Grey,Grey,189
Aubrey Hufford,82,M,Single,North America,Red,Grey,162
Lucille Nguyen,68,F,Single,South America,Black,Brown,151
Taylor Clark,52,F,Married,Europe,Black,Brown,160
Betty Jacques,69,F,Single,Africa,Grey,Brown,181
Lee Baldwin,81,M,Single,Africa,Bald,Green,163
Allison James,42,F,Divorced,Europe,Bald,Green,176
Betty Marsden,30,F,Single,South America,Blonde,Grey,167
Lewis Brown,22,/,Single,South America,Grey,Blue,149
Jackie Shipman,115,F,Divorced,Asia,Blonde,Brown,188
Aubrey Smith,52,M,Single,Oceania,Grey,Grey,165
Stan Lee,18,/,Married,Oceania,Grey,Blue,186
Beth Potts,66,F,Married,Africa,Bald,Brown,152
Lisa Nguyen,32,F,Divorced,Oceania,Black,Grey,153
Reena Gosling,41,F,Single,Oceania,Blonde,Brown,179
Ryan Anderson,116,M,Single,Europe,Bald,Blue,182
Daniel Potts,68,M,Divorced,South America,Blonde,Grey,184
Jeff Firth,112,M,Divorced,Africa,Blonde,Brown,183
Julie James,79,F,Married,South America,Red,Brown,175
Jess White,37,F,Married,North America,Bald,Blue,184
Jess Stallard,46,F,Married,South America,Bald,Grey,181
Hollie White,100,F,Married,Europe,Bald,Green,187
Beth Beneke,20,F,Married,Europe,Grey,Grey,157
Matthew Arnold,30,M,Single,Europe,Blonde,Brown,187
Ethan Walker,49,M,Single,Oceania,Blonde,Grey,191
Jenny Hinch,42,F,Divorced,South America,Red,Green,150
Lee Hufford,18,M,Single,Asia,Red,Green,181
Ben Daniels,42,M,Single,Oceania,Red,Grey,158
Jeff Caine,106,M,Divorced,Africa,Bald,Grey,164
Phoebe Shipman,106,F,Single,Asia,Bald,Grey,148
Julie Brown,53,F,Married,South America,Red,Green,151
Betty Jacques,107,F,Single,Europe,Bald,Blue,184
Daniel Lee,72,M,Married,Oceania,Bald,Green,194
Ryan Firth,59,M,Married,Africa,Blonde,Blue,167
Lucille Baldwin,86,F,Divorced,Europe,Bald,Blue,163
Kyle Marsden,77,M,Single,Africa,Black,Brown,162
Fiona Hinch,32,F,Single,South America,Bald,Grey,158
Aubrey Walker,36,M,Married,Africa,Blonde,Blue,186
Lee Mcgill,81,M,Divorced,Oceania,Grey,Green,190
Fiona Smith,88,F,Single,Asia,Black,Green,159
